INSTRUMENT_TYPE_ID,TICKER_ID,TICKER_CODE,COUNTRY_NAME,COUNTRY_CODE,COUNTRY_CODE_2,PLUS500
1,554,LNR.AX,Australia,2,AS,0
1,555,KRS.AX,Australia,2,AS,0
1,556,KNH.AX,Australia,2,AS,0
1,557,KKT.AX,Australia,2,AS,0
1,558,KAS.AX,Australia,2,AS,0
1,559,JRV.AX,Australia,2,AS,0
1,560,ORS.AX,Australia,2,AS,0
1,561,IMU.AX,Australia,2,AS,0
1,562,ILU.AX,Australia,2,AS,1
1,563,HVN.AX,Australia,2,AS,1
1,564,GNC.AX,Australia,2,AS,0
1,565,GML.AX,Australia,2,AS,0
1,566,GID.AX,Australia,2,AS,0
1,567,COH.AX,Australia,2,AS,1
1,568,SPX.AX,Australia,2,AS,0
1,569,BLD.AX,Australia,2,AS,0
1,570,BEN.AX,Australia,2,AS,1
1,571,ASX.AX,Australia,2,AS,1
1,572,AMP.AX,Australia,2,AS,1
1,573,3DM.AX,Australia,2,AS,0
1,574,IIN.AX,Australia,2,AS,0
1,575,YAL.AX,Australia,2,AS,0
1,576,XTD.AX,Australia,2,AS,0
