,ticker,exchange
2103,RXL.PA,Euronext Paris
2104,RUI.PA,Euronext Paris
2105,DIM.PA,Euronext Paris
2106,SCR.PA,Euronext Paris
2107,SESG.PA,Euronext Paris
2108,SPIE.PA,Euronext Paris
2109,TEP.PA,Euronext Paris
2110,MF.PA,Euronext Paris
2111,WLN.PA,Euronext Paris
2112,KESKOB.HE,Helsinki Stock Exchange
2113,KCR.HE,Helsinki Stock Exchange
2114,NELES.HE,Helsinki Stock Exchange
2115,ORNBV.HE,Helsinki Stock Exchange
2116,VALMT.HE,Helsinki Stock Exchange
2117,AKRBP.OL,Oslo Stock Exchange
2118,EQNR.OL,Oslo Stock Exchange
2119,NEL.OL,Oslo Stock Exchange
2120,SALM.OL,Oslo Stock Exchange
2121,SCHA.OL,Oslo Stock Exchange
2122,TOM.OL,Oslo Stock Exchange
2123,ALC.ZU,SIX
2124,BALN.ZU,SIX
2125,BARN.ZU,SIX
2126,BUCN.ZU,SIX
2127,CMBN.ZU,SIX
2128,CLN.ZU,SIX
2129,DKSH.ZU,SIX
2130,DUFN.ZU,SIX
2131,EMSN.ZU,SIX
2132,FHZN.ZU,SIX
2133,GALE.ZU,SIX
2134,HELN.ZU,SIX
2135,KNIN.ZU,SIX
2136,LOGN.ZU,SIX
2137,LONN.ZU,SIX
2138,OERL.ZU,SIX
2139,PGHN.ZU,SIX
2140,PSPN.ZU,SIX
2141,SCHP.ZU,SIX
2142,SIKA.ZU,SIX
2143,SOON.ZU,SIX
2144,STMN.ZU,SIX
2145,SPSN.ZU,SIX
2146,TECN.ZU,SIX
2147,TEMN.ZU,SIX
2148,VACN.ZU,SIX
2149,VIFN.ZU,SIX
2150,CLNX.MC,Bolsa De Madrid
2151,COL.MC,Bolsa De Madrid
2152,MRL.MC,Bolsa De Madrid
2153,AAK.ST,Stockholm Stock Exchange
2154,CAST.ST,Stockholm Stock Exchange
2155,DOM.ST,Stockholm Stock Exchange
2156,EKTAB.ST,Stockholm Stock Exchange
2157,EPIA.ST,Stockholm Stock Exchange
2158,ESSITYB.ST,Stockholm Stock Exchange
2159,FABG.ST,Stockholm Stock Exchange
2160,BALDB.ST,Stockholm Stock Exchange
2161,GETIB.ST,Stockholm Stock Exchange
2162,HPOLB.ST,Stockholm Stock Exchange
2163,HUSQB.ST,Stockholm Stock Exchange
2164,INVEB.ST,Stockholm Stock Exchange
2165,KINDSDB.ST,Stockholm Stock Exchange
2166,LOOMIS.ST,Stockholm Stock Exchange
2167,NIBEB.ST,Stockholm Stock Exchange
2168,SAABB.ST,Stockholm Stock Exchange
2169,SOBI.ST,Stockholm Stock Exchange
2170,TEL2B.ST,Stockholm Stock Exchange
2171,PAH3.DE,FRA
2172,FDJ.PA,Euronext Paris
2173,RNG,NYSE
2174,CSGP,NASDAQ
2175,SAM,NYSE
2176,ZM,NASDAQ
2177,MTD,NYSE
2178,SE,NYSE
2179,MKTX,NASDAQ
2180,SSNC,NASDAQ
2181,EFX,NYSE
2182,CPRT,NASDAQ
2183,TDOC,NYSE
2184,IEX,NYSE
2185,KMT,NYSE
2186,ODFL,NASDAQ
2187,PRG,NYSE
2188,MPW,NYSE
2189,ARE,NYSE
2190,BMRN,NASDAQ
2191,ESS,NYSE
2192,PLNT,NYSE
2193,AEO,NYSE
2194,PAGS,NYSE
2195,ACAD,NASDAQ
2196,LII,NYSE
2197,PEN,NYSE
2198,LPX,NYSE
2199,HOLX,NASDAQ
2200,EXR,NYSE
2201,TFX,NYSE
2202,IT,NYSE
2203,ATNX,NASDAQ
2204,SMAR,NYSE
2205,OLLI,NASDAQ
2206,IRM,NYSE
2207,CPE,NYSE
2208,SUI,NYSE
2209,ARWR,NASDAQ
2210,SKT,NYSE
2211,NBIX,NASDAQ
2212,UDR,NYSE
2213,VNO,NYSE
2214,RE,NYSE
2215,RMD,NYSE
2216,BIO,NYSE
2217,DRE,NYSE
2218,RETA,NASDAQ
2219,OHI,NYSE
2220,STE,NYSE
2221,SUZ,NYSE
2222,THO,NYSE
2223,CHGG,NYSE
2224,ATH,NYSE
2225,NVCR,NASDAQ
2226,EHTH,NASDAQ
2227,MRTX,NASDAQ
2228,MTN,NYSE
2229,GNRC,NYSE
2230,SFIX,NASDAQ
2231,PKI,NYSE
2232,TREE,NASDAQ
2233,COLD,NYSE
2234,BZUN,NASDAQ
2235,CADE,NYSE
2236,MTH,NYSE
2237,BJ,NYSE
2238,HQY,NASDAQ
2239,WPC,NYSE
2240,SAFM,NASDAQ
2241,HGV,NYSE
2242,REG,NASDAQ
2243,SAGE,NASDAQ
2244,CRUS,NASDAQ
2245,PENN,NASDAQ
2246,PNR,NYSE
2247,GOSS,NASDAQ
2248,BG,NYSE
2249,BLUE,NASDAQ
2250,FRT,NYSE
2251,ARCH,NYSE
2252,WST,NYSE
2253,ZTO,NYSE
2254,DECK,NYSE
2255,GGB,NYSE
2256,CROX,NASDAQ
2257,288.HK,Hong Kong Exchanges
2258,AZPN,NASDAQ
2259,QTWO,NYSE
2260,OLN,NYSE
2261,BRO,NYSE
2262,CHE,NYSE
2263,BRFS,NYSE
2264,EVBG,NASDAQ
2265,KBH,NYSE
2266,TREX,NYSE
2267,BXS,NYSE
2268,REXR,NYSE
2269,EHC,NYSE
2270,AMED,NASDAQ
2271,AXON,NASDAQ
2272,CRL,NYSE
2273,SPWR,NASDAQ
2274,CUBE,NYSE
2275,HRC,NYSE
2276,MTDR,NYSE
2277,SEAS,NYSE
2278,PEB,NYSE
2279,NVRO,NYSE
2280,VAC,NYSE
2281,CHRS,NASDAQ
2282,FRPT,NASDAQ
2283,EXEL,NASDAQ
2284,2331.HK,Hong Kong Exchanges
2285,NTRA,NASDAQ
2286,CZR,NASDAQ
2287,HTA,NYSE
2288,ABCB,NASDAQ
2289,LSI,NYSE
2290,HTHT,NASDAQ
2291,IIVI,NASDAQ
2292,TMHC,NYSE
2293,BLDR,NYSE
2294,MRCY,NASDAQ
2295,RDN,NYSE
2296,CNK,NYSE
2297,MDC,NYSE
2298,NSP,NYSE
2299,PDCE,NASDAQ
2300,BRKR,NASDAQ
2301,INGN,NASDAQ
2302,PLAY,NASDAQ
2303,GOL,NYSE
2304,LPSN,NASDAQ
2305,NVTA,NYSE
2306,SM,NYSE
2307,CTLT,NYSE
2308,AZUL,NYSE
2309,EGHT,NYSE
2310,AIN,NYSE
2311,1833.HK,Hong Kong Exchanges
2312,VCYT,NASDAQ
2313,RGEN,NASDAQ
2314,SBS,NYSE
2315,FBP,NYSE
2316,JACK,NASDAQ
2317,SUM,NYSE
2318,TXRH,NASDAQ
2319,GKOS,NYSE
2320,SBRA,NASDAQ
2321,BCO,NYSE
2322,BHVN,NYSE
2323,SXT,NYSE
2324,TECH,NASDAQ
2325,SKM,NYSE
2326,BPMC,NASDAQ
2327,00066.HK,Hong Kong Exchanges
2328,ATGE,NYSE
2329,TACO,NASDAQ
2330,IDA,NYSE
2331,ISBC,NASDAQ
2332,CNX,NYSE
2333,BOX,NYSE
2334,MTOR,NYSE
2335,SAIL,NYSE
2336,3888.HK,Hong Kong Exchanges
2337,SCCO,NYSE
2338,6055.HK,Hong Kong Exchanges
2339,IBP,NYSE
2340,MRNA,Nasdaq
2341,TMV.DE,FRA
2342,NVAX,Nasdaq
2343,CODX,Nasdaq
2344,COIN,Nasdaq
2345,ADMP,Nasdaq
2346,XM,Nasdaq
2347,AGRX,Nasdaq
2348,AIHS,Nasdaq
2349,ALDX,Nasdaq
2350,SHLS,Nasdaq
2351,TTEK,Nasdaq
2352,APPS,Nasdaq
2353,ATHX,Nasdaq
2354,ATRS,Nasdaq
2355,AVXL,Nasdaq
2356,CRTO,Nasdaq
2357,AYRO,Nasdaq
2358,AYTU,Nasdaq
2359,BKYI,Nasdaq
2360,BLFS,Nasdaq
2361,BLNK,Nasdaq
2362,BNGO,Nasdaq
2363,BOXL,Nasdaq
2364,CDEV,Nasdaq
2365,CEMI,Nasdaq
2366,NUWE,Nasdaq
2367,CLDX,Nasdaq
2368,CLSK,Nasdaq
2369,COCP,Nasdaq
2370,COOP,Nasdaq
2371,CPRX,Nasdaq
2372,CTRM,Nasdaq
2373,DGLY,Nasdaq
2374,PUBM,Nasdaq
2375,DVAX,Nasdaq
2376,EGAN,Nasdaq
2377,EVFM,Nasdaq
2378,TTCF,Nasdaq
2379,FRSX,Nasdaq
2380,GEVO,Nasdaq
2381,GLBS,Nasdaq
2382,GNUS,Nasdaq
2383,ALGM,Nasdaq
2384,HTBX,Nasdaq
2385,HTGM,Nasdaq
2386,IDEX,Nasdaq
2387,INPX,Nasdaq
2388,IZEA,Nasdaq
2389,JAGX,Nasdaq
2390,GNOG,Nasdaq
2391,NEGG,Nasdaq
2392,LUNA.US,Nasdaq
2393,MARA,Nasdaq
2394,MARK,Nasdaq
2395,VRDN,Nasdaq
2396,MITK,Nasdaq
2397,NAKD,Nasdaq
2398,NBEV,Nasdaq
2399,NNDM,Nasdaq
2400,OCGN,Nasdaq
2401,PAYS,Nasdaq
2402,PLUG,Nasdaq
2403,QLGN,Nasdaq
2404,RIOT,Nasdaq
2405,LSTR,Nasdaq
2406,SHIP,Nasdaq
2407,SINT,Nasdaq
2408,TWOU,Nasdaq
2409,SOLO,Nasdaq
2410,SRNE,Nasdaq
2411,SSSS,Nasdaq
2412,SUNW,Nasdaq
2413,TBLT,Nasdaq
2414,TELL,Nasdaq
2415,TOPS,Nasdaq
2416,TRVN,Nasdaq
2417,TTNP,Nasdaq
2418,UONE,Nasdaq
2419,VBIV,Nasdaq
2420,VISL,Nasdaq
2421,VUZI,Nasdaq
2422,VXRT,Nasdaq
2423,WATT,Nasdaq
2424,WKHS,Nasdaq
2425,ACMR,Nasdaq
2426,ADVM,Nasdaq
2427,APPF,Nasdaq
2428,ARCT,Nasdaq
2429,AXSM,Nasdaq
2430,CAN,Nasdaq
2431,CDLX,Nasdaq
2432,CERS,Nasdaq
2433,CIBR,Nasdaq
2434,CLOU,Nasdaq
2435,CRIS,Nasdaq
2436,CRSP,Nasdaq
2437,DOMO,Nasdaq
2438,DVY,Nasdaq
2439,EH,Nasdaq
2440,EXPI,Nasdaq
2441,FATE,Nasdaq
2442,FCEL,Nasdaq
2443,FOLD,Nasdaq
2444,HEAR,Nasdaq
2445,MNKD,Nasdaq
2446,MVIS,Nasdaq
2447,NMIH,Nasdaq
2448,OCUL,Nasdaq
2449,PRQR,Nasdaq
2450,PTGX,Nasdaq
2451,QYLD,Nasdaq
2452,RPD,Nasdaq
2453,RVNC,Nasdaq
2454,SMH,Nasdaq
2455,SURF,Nasdaq
2456,TPIC,Nasdaq
2457,VONG,Nasdaq
2458,VXUS,Nasdaq
2459,WCLD,Nasdaq
2460,ZGNX,Nasdaq
2461,ALNY,Nasdaq
2462,AMRS,Nasdaq
2463,ANGI,Nasdaq
2464,ARCC,Nasdaq
2465,ATRA,Nasdaq
2466,AY,Nasdaq
2467,BBIO,Nasdaq
2468,BCRX,Nasdaq
2469,BGCP,Nasdaq
2470,BNTX,Nasdaq
2471,BRKS,Nasdaq
2472,CAKE,Nasdaq
2473,CARG,Nasdaq
2474,CDXS,Nasdaq
2475,CG,Nasdaq
2476,CGNX,Nasdaq
2477,CHEF,Nasdaq
2478,CLNE,Nasdaq
2479,CLVS,Nasdaq
2480,CNDT,Nasdaq
2481,CONE,Nasdaq
2482,CRNT,Nasdaq
2483,CYTK,Nasdaq
2484,DDOG,Nasdaq
2485,ERIC,Nasdaq
2486,FIZZ,Nasdaq
2487,FOXA,Nasdaq
2488,GIII,Nasdaq
2489,GLNG,Nasdaq
2490,GO,Nasdaq
2491,GOGO,Nasdaq
2492,GOOGL,Nasdaq
2493,GPRE,Nasdaq
2494,HA,Nasdaq
2495,HALO,Nasdaq
2496,HCAT,Nasdaq
2497,HMHC,Nasdaq
2498,IHRT,Nasdaq
2499,IMGN,Nasdaq
2500,INFN,Nasdaq
2501,INMD,Nasdaq
2502,INO,Nasdaq
2503,IRDM,Nasdaq
2504,ITCI,Nasdaq
2505,ITRI,Nasdaq
2506,KNDI,Nasdaq
2507,LECO,Nasdaq
2508,LI,Nasdaq
2509,LSCC,Nasdaq
2510,LSXMK,Nasdaq
2511,LXRX,Nasdaq
2512,MCRB,Nasdaq
2513,MKSI,Nasdaq
2514,MLCO,Nasdaq
2515,MPWR,Nasdaq
2516,MSTR,Nasdaq
2517,NARI,Nasdaq
2518,NICE,Nasdaq
2519,IBRX,Nasdaq
2520,NKLA,Nasdaq
2521,NKTR,Nasdaq
2522,NXST,Nasdaq
2523,NYMT,Nasdaq
2524,OGI,Nasdaq
2525,ONEM,Nasdaq
2526,ORTX,Nasdaq
2527,PAAS,Nasdaq
2528,PACB,Nasdaq
2529,PBCT,Nasdaq
2530,PCH,Nasdaq
2531,PGNY,Nasdaq
2532,PINC,Nasdaq
2533,PLCE,Nasdaq
2534,PLYA,Nasdaq
2535,PRFT,Nasdaq
2536,PSEC,Nasdaq
2537,PTEN,Nasdaq
2538,QDEL,Nasdaq
2539,QURE,Nasdaq
2540,RDFN,Nasdaq
2541,REAL,Nasdaq
2542,REGI,Nasdaq
2543,RIGL,Nasdaq
2544,ROIC,Nasdaq
2545,RPRX,Nasdaq
2546,RRGB,Nasdaq
2547,RRR,Nasdaq
2548,RUTH,Nasdaq
2549,RVMD,Nasdaq
2550,SABR,Nasdaq
2551,SBGI,Nasdaq
2552,SDC,Nasdaq
2553,SGMS,Nasdaq
2554,SKYW,Nasdaq
2555,SLM,Nasdaq
2556,SNDL,Nasdaq
2557,SNDX,Nasdaq
2558,SONO,Nasdaq
2559,SPWH,Nasdaq
2560,SSRM,Nasdaq
2561,BMBL,Nasdaq
2562,SVC,Nasdaq
2563,SYNH,Nasdaq
2564,TER,Nasdaq
2565,TRVG,Nasdaq
2566,TSEM,Nasdaq
2567,TVTY,Nasdaq
2568,TXG,Nasdaq
2569,UPWK,Nasdaq
2570,UTHR,Nasdaq
2571,VIR,Nasdaq
2572,VRM,Nasdaq
2573,WING,Nasdaq
2574,WMG,Nasdaq
2575,XNET,Nasdaq
2576,XP,Nasdaq
2577,ZG,Nasdaq
2578,ZI,Nasdaq
2579,AAT,NYSE
2580,ABR,NYSE
2581,ACC,NYSE
2582,ADC,NYSE
2583,AEM,NYSE
2584,AER,NYSE
2585,AG,NYSE
2586,AGI,NYSE
2587,AIV,NYSE
2588,AJRD,NYSE
2589,AKR,NYSE
2590,AM,NYSE
2591,AMC,NYSE
2592,AMCR,NYSE
2593,AMH,NYSE
2594,AMRC,NYSE
2595,AOS,NYSE
2596,APO,NYSE
2597,AQUA,NYSE
2598,AR,NYSE
2599,ARR,NYSE
2600,AU,NYSE
2601,AUY,NYSE
2602,AVTR,NYSE
2603,AXL,NYSE
2604,BAM,NYSE
2605,BCS,NYSE
2606,BDC,NYSE
2607,BDN,NYSE
2608,BE,NYSE
2609,BIP,NYSE
2610,BKD,NYSE
2611,BMI,NYSE
2612,BOOT,NYSE
2613,BRX,NYSE
2614,BSX.US,NYSE
2615,BW,NYSE
2616,BXMT,NYSE
2617,CAL,NYSE
2618,CARR,NYSE
2619,CCJ,NYSE
2620,CDE,NYSE
2621,CP,NYSE
2622,SKLZ,NYSE
2623,CIM,NYSE
2624,CLF.US,NYSE
2625,DBRG,NYSE
2626,CM,NYSE
2627,CNQ,NYSE
2628,COR,NYSE
2629,QS,NYSE
2630,CPA,NYSE
2631,CPT,NYSE
2632,CRK,NYSE
2633,CTVA,NYSE
2634,CUZ,NYSE
2635,CVE,NYSE
2636,CWEN,NYSE
2637,CWK.US,NYSE
2638,CXP,NYSE
2639,DBD,NYSE
2640,DBI,NYSE
2641,DEI,NYSE
2642,DHT,NYSE
2643,DIN,NYSE
2644,DOC,NYSE
2645,DRH,NYSE
2646,DS,NYSE
2647,EB,NYSE
2648,EC,NYSE
2649,ZIM,NYSE
2650,EGO,NYSE
2651,EGP.US,NYSE
2652,ELF,NYSE
2653,ELS,NYSE
2654,ENV,NYSE
2655,EPR,NYSE
2656,EPRT,NYSE
2657,EQC,NYSE
2658,EQT,NYSE
2659,ESRT,NYSE
2660,ESTC,NYSE
2661,ETRN,NYSE
2662,EXK,NYSE
2663,FCN,NYSE
2664,XPEV,NYSE
2665,FNV,NYSE
2666,COUR,NYSE
2667,FR.US,NYSE
2668,FRO,NYSE
2669,FSK,NYSE
2670,FSM,NYSE
2671,FTAI,NYSE
2672,FUN,NYSE
2673,GDOT,NYSE
2674,GEO,NYSE
2675,GFI,NYSE
2676,GMED,NYSE
2677,GNL,NYSE
2678,GOTU,NYSE
2679,GTN,NYSE
2680,GVA,NYSE
2681,HASI,NYSE
2682,HEXO,Nasdaq
2683,HHC,NYSE
2684,HIW,NYSE
2685,HMY,NYSE
2686,HP,NYSE
2687,HPP,NYSE
2688,TFII,NYSE
2689,HR,NYSE
2690,HRB,NYSE
2691,HTGC,NYSE
2692,HWM,NYSE
2693,HXL,NYSE
2694,IBN,NYSE
2695,IGT,NYSE
2696,IMAX,NYSE
2697,INN,NYSE
2698,INVH,NYSE
2699,IRT,NYSE
2700,IVR,NYSE
2701,JOE,NYSE
2702,KAR,NYSE
2703,KDMN,Nasdaq
2704,KGC,NYSE
2705,KIM,NYSE
2706,KL,NYSE
2707,KOS,NYSE
2708,KRC,NYSE
2709,NSTB,NYSE
2710,LPI,NYSE
2711,LRN,NYSE
2712,LTHM,NYSE
2713,LYG,NYSE
2714,MAC,NYSE
2715,MAXR,NYSE
2716,MBT,NYSE
2717,MDLA,NYSE
2718,MDP,NYSE
2719,MED.US,NYSE
2720,MFA,NYSE
2721,MFG,NYSE
2722,MGP,NYSE
2723,MGY,NYSE
2724,MPLX,NYSE
2725,MSGS,NYSE
2726,MUFG,NYSE
2727,NAT,NYSE
2728,NBR,NYSE
2729,NNN,NYSE
2730,NOMD,NYSE
2731,NOVA,NYSE
2732,NRZ,NYSE
2733,NS,NYSE
2734,NSA,NYSE
2735,NUS,NYSE
2736,NYT,NYSE
2737,OFC,NYSE
2738,ONTO,NYSE
2739,OTIS,NYSE
2740,PAA,Nasdaq
2741,PBA,NYSE
2742,PD,NYSE
2743,PDM,NYSE
2744,RVLV,NYSE
2745,PEAK,NYSE
2746,PGRE,NYSE
2747,PHR,NYSE
2748,PK,NYSE
2749,PLAN,NYSE
2750,POLY.US,NYSE
2751,PRTY,NYSE
2752,PSB,NYSE
2753,PSTG,NYSE
2754,PUMP,NYSE
2755,PVG,NYSE
2756,RLJ,NYSE
2757,ZWS,NYSE
2758,RRC,NYSE
2759,RWT,NYSE
2760,RY,NYSE
2761,RYN,NYSE
2762,SBSW,NYSE
2763,NVO,NYSE
2764,HYLN,NYSE
2765,SITC,NYSE
2766,SKX,NYSE
2767,SLCA,NYSE
2768,SOL.US,NYSE
2769,FSR,NYSE
2770,SPCE,NYSE
2771,SRC,NYSE
2772,SRG.US,NYSE
2773,SSL,NYSE
2774,STNG,NYSE
2775,STWD,NYSE
2776,SUN,NYSE
2777,SWCH,NYSE
2778,TAK,NYSE
2779,WTRG,NYSE
2780,TD,NYSE
2781,TECK,NYSE
2782,TGNA,NYSE
2783,TRNO,NYSE
2784,TROX,NYSE
2785,MGA,NYSE
2786,TUP,NYSE
2787,TWO,NYSE
2788,UAA,NYSE
2789,UE,NYSE
2790,UMC,NYSE
2791,UVV,NYSE
2792,VEDL,NYSE
2793,VER,NYSE
2794,VICI,NYSE
2795,WES,NYSE
2796,WEX,NYSE
2797,WH,NYSE
2798,ZH,NYSE
2799,WPM,NYSE
2800,CPNG,NYSE
2801,WRE,NYSE
2802,WTI,NYSE
2803,WWE,NYSE
2804,YETI,NYSE
2805,YEXT,NYSE
2806,ZUO,NYSE
2807,RLX,NYSE
2808,RBLX,NYSE
2809,SEMR,NYSE
2810,BTG.US,NYSE
2811,PATH,NYSE
2812,MAG,NYSE
2813,SQM,NYSE
2814,UAVS,NYSE
2815,ZOM,NYSE
2816,GOVT,Chicago Board Options Exchange
2817,ITA,Chicago Board Options Exchange
2818,NOBL,Chicago Board Options Exchange
2819,ARKX,Chicago Board Options Exchange
2820,KRG,NYSE
2821,VAR1.DE,FRA
2822,PRX.NV,Euronext Amsterdam
2823,LAC,NYSE
2824,HFG.DE,FRA
2825,CNI,NYSE
2826,BNS,NYSE
2827,CAJ,NYSE
2828,GDS,Nasdaq
2829,UHAL,Nasdaq
2830,LFUS,Nasdaq
2831,LPL,NYSE
2832,FUTU,Nasdaq
2833,RRX,NYSE
2834,DQ,NYSE
2835,AMKR,Nasdaq
2836,MTSI,Nasdaq
2837,VLDR,Nasdaq
2838,SCPL,Nasdaq
2839,DKNG,Nasdaq
2840,PLTR,NYSE
2841,ANT.HK,Hong Kong Exchanges
2842,ASAN,NYSE
2843,AMWL,NYSE
2844,VTRU,Nasdaq
2845,U,NYSE
2846,SUMO,Nasdaq
2847,FROG,Nasdaq
2848,SNOW,NYSE
2849,SAOC,Tadawul
2850,ALVR,Nasdaq
2851,EBS,NYSE
2852,VLA,Euronext Paris
2853,AGEN,Nasdaq
2854,PCVX,Nasdaq
2855,CVAC,Nasdaq
2856,CNDX,LSE
2857,ABNB,Nasdaq
2858,DASH.US,NYSE
2859,STLA.US,NYSE
2860,QQQJ,Nasdaq
2861,SAIA,Nasdaq
2862,SF.US,NYSE
2863,CHPT,NYSE
2864,RAMP,NYSE
2865,LESL,Nasdaq
2866,AFRM,Nasdaq
2867,GLBE,Nasdaq
2868,MJ,NYSE
2869,CCMP,Nasdaq
2870,QCLN,Nasdaq
2871,AAWW,Nasdaq
2872,ENR.DE,FRA
2873,LAZR,Nasdaq
2874,ARRY,Nasdaq
2875,EJFA,Nasdaq
2876,DWAC,Nasdaq
2877,SLVM,NYSE
2878,TRMR,Nasdaq
2879,CLOV,Nasdaq
2880,WKME,Nasdaq
2881,YOU.DE,FRA
2882,ICLK,Nasdaq
2883,CYRX,Nasdaq
2884,ERJ,NYSE
2885,DAC,NYSE
2886,TRUP,Nasdaq
2887,HDB,NYSE
2888,SCATC.OL,Oslo Stock Exchange
2889,ECV.DE,FRA
2890,EMBRACB.ST,Stockholm Stock Exchange
2891,SF.ST,Stockholm Stock Exchange
2892,ZIP,NYSE
2893,OB,Nasdaq
2894,RSKD,NYSE
2895,PLTK,Nasdaq
2896,WOOF,Nasdaq
2897,POSH,Nasdaq
2898,DRVN,Nasdaq
2899,ORGN,Nasdaq
2900,ARKG,Chicago Board Options Exchange
2901,ARKQ,Chicago Board Options Exchange
2902,PWP,Nasdaq
2903,PAYO,Nasdaq
2904,ATIP,NYSE
2905,SHCR,Nasdaq
2906,TBLA,Nasdaq
2907,BKKT,Nasdaq
2908,FTCV,Nasdaq
2909,AGC,Nasdaq
2910,SEAT,NYSE
2911,SOFI,Nasdaq
2912,LCID,Nasdaq
2913,ML.US,NYSE
2914,SQSP,NYSE
2915,SMWB,NYSE
2916,WE,Nasdaq
2917,IS,NYSE
2918,TSP,Nasdaq
2919,SIMO,Nasdaq
2920,OTLY,Nasdaq
2921,ROO.L,LSE
2922,TASK,Nasdaq
2923,MNDY,Nasdaq
2924,HOOD,Nasdaq
2925,MQ,Nasdaq
2926,DNUT,Nasdaq
2927,WISE.L,LSE
2928,BASE,Nasdaq
2929,BLND.US,NYSE
2930,MF,Nasdaq
2931,S.US,NYSE
2932,CFLT,Nasdaq
2933,BHG,NYSE
2934,FXLV,NYSE
2935,BROS,NYSE
2936,KLTR,Nasdaq
2937,DIDI,NYSE
2938,STJ.L,LSE
2939,TOST,NYSE
2940,BTC,Digital Currency
2941,ETH,Digital Currency
2942,BCH,Digital Currency
2943,XRP,Digital Currency
2944,DASH,Digital Currency
2945,LTC,Digital Currency
2946,ETC,Digital Currency
2947,ADA,Digital Currency
2948,MIOTA,Digital Currency
2949,XLM,Digital Currency
2950,EOS,Digital Currency
2951,NEO,Digital Currency
2952,TRX,Digital Currency
2953,ZEC,Digital Currency
2954,BNB,Digital Currency
2955,XTZ,Digital Currency
2956,DOT,Digital Currency
2957,MKR,Digital Currency
2958,COMP,Digital Currency
2959,LINK,Digital Currency
2960,UNI,Digital Currency
2961,YFI,Digital Currency
2962,DOGE,Digital Currency
2963,AAVE,Digital Currency
2964,FIL,Digital Currency
2965,ALGO,Digital Currency
2966,ATOM,Digital Currency
2967,MANA,Digital Currency
2968,ENJ,Digital Currency
2969,BAT,Digital Currency
2970,MATIC,Digital Currency
2971,FLR,Digital Currency
2972,SOL,Digital Currency
2973,GRT,Digital Currency
2974,1INCH,Digital Currency
2975,CRV,Digital Currency
2976,SHIBxM,Digital Currency
2977,BTCEUR,Digital Currency
2978,ETHEUR,Digital Currency
2979,ETHGBP,Digital Currency
2980,BTCGBP,Digital Currency
2981,EOSGBP,Digital Currency
2982,XRPGBP,Digital Currency
2983,ETHJPY,Digital Currency
2984,BTCJPY,Digital Currency
2985,EOSJPY,Digital Currency
2986,XRPJPY,Digital Currency
2987,ETHEOS,Digital Currency
2988,ETHXLM,Digital Currency
2989,ETHBTC,Digital Currency
2990,BTCEOS,Digital Currency
2991,BTCXLM,Digital Currency
2992,EOSXLM,Digital Currency
2993,BTCAUD,Digital Currency
2994,BTCNZD,Digital Currency
2995,BTCCAD,Digital Currency
2996,BTCCHF,Digital Currency
2997,ETHAUD,Digital Currency
2998,ETHNZD,Digital Currency
2999,ETHCAD,Digital Currency
3000,ETHCHF,Digital Currency
3001,XRPEUR,Digital Currency
3002,XRPAUD,Digital Currency
3003,XRPNZD,Digital Currency
3004,XRPCAD,Digital Currency
3005,XRPCHF,Digital Currency
3006,ETCEUR,Digital Currency
3007,ETCGBP,Digital Currency
3008,ETCAUD,Digital Currency
3009,ETCNZD,Digital Currency
3010,ETCCAD,Digital Currency
3011,ETCCHF,Digital Currency
3012,ETCJPY,Digital Currency
3013,BCHEUR,Digital Currency
3014,BCHGBP,Digital Currency
3015,BCHAUD,Digital Currency
3016,BCHNZD,Digital Currency
3017,BCHCAD,Digital Currency
3018,BCHCHF,Digital Currency
3019,BCHJPY,Digital Currency
3020,LTCEUR,Digital Currency
3021,LTCGBP,Digital Currency
3022,LTCAUD,Digital Currency
3023,LTCNZD,Digital Currency
3024,LTCCAD,Digital Currency
3025,LTCCHF,Digital Currency
3026,LTCJPY,Digital Currency
3027,BCHLTC,Digital Currency
3028,XLMGBP,Digital Currency
3029,XLMJPY,Digital Currency
3030,XLMEUR,Digital Currency
3031,ZECETH,Digital Currency
3032,ZECLTC,Digital Currency
3033,ZECBCH,Digital Currency
3034,ZECDASH,Digital Currency
3035,ZECGBP,Digital Currency
3036,ZECJPY,Digital Currency
3037,ZECEUR,Digital Currency
3038,ZECXRP,Digital Currency
3039,ZECXLM,Digital Currency
3040,ETHCNH,Digital Currency
3041,DASHNZD,Digital Currency
3042,XLMNZD,Digital Currency
3043,ZECNZD,Digital Currency
3044,DASHAUD,Digital Currency
3045,XLMAUD,Digital Currency
3046,ZECAUD,Digital Currency
3047,DASHCHF,Digital Currency
3048,XLMCHF,Digital Currency
3049,ZECCHF,Digital Currency
3050,XRPDASH,Digital Currency
3051,DASHEUR,Digital Currency
3052,DASHJPY,Digital Currency
3053,DASHGBP,Digital Currency
3054,GOLDBTC,Digital Currency
